,UID,SUMLEVEL,COUNTYID,STATEID,state,state_ab,city,place,type,primary,zip_code,area_code,lat,lng,ALand,AWater,pop,male_pop,female_pop,rent_mean,rent_median,rent_stdev,rent_sample_weight,rent_samples,rent_gt_10,rent_gt_15,rent_gt_20,rent_gt_25,rent_gt_30,rent_gt_35,rent_gt_40,rent_gt_50,universe_samples,used_samples,hi_mean,hi_median,hi_stdev,hi_sample_weight,hi_samples,family_mean,family_median,family_stdev,family_sample_weight,family_samples,hc_mortgage_mean,hc_mortgage_median,hc_mortgage_stdev,hc_mortgage_sample_weight,hc_mortgage_samples,hc_mean,hc_median,hc_stdev,hc_samples,hc_sample_weight,home_equity_second_mortgage,second_mortgage,home_equity,debt,second_mortgage_cdf,home_equity_cdf,debt_cdf,hs_degree,hs_degree_male,hs_degree_female,male_age_mean,male_age_median,male_age_stdev,male_age_sample_weight,male_age_samples,female_age_mean,female_age_median,female_age_stdev,female_age_sample_weight,female_age_samples,pct_own,married,married_snp,separated,divorced,data_type
18479,286076,140,215,48,Texas,TX,San Juan,San Juan City,Town,tract,78589,956,26.1936262,-98.153802,2781976.0,0,4948,2195,2753,504.19377,476.0,228.32025,380.79798,401.0,1.0,0.93267,0.93267,0.74564,0.62095,0.47132,0.44888,0.3217,516,401,33920.20065,23657.0,31883.24419,839.42073,1127.0,38217.87389,25411.0,34242.6805,608.7674,907.0,1148.5464,869.0,517.08568,75.10938,115.0,381.26134,403.0,192.5304,496.0,347.35182,0.0,0.0,0.0,0.18822,1.0,1.0,0.97883,0.50621,0.53846,0.48269,29.4838,23.41667,23.17584,509.48156,2195.0,33.18205,28.66667,25.74999,666.09703,2753.0,0.5215,0.54958,0.08478,0.03482,0.04239,Train
18431,247131,140,117,20,Kansas,KS,Marysville,Oketo City,City,tract,66508,785,39.9223721,-96.5120883,819709752.0,2815902,2337,1190,1147,477.29758,428.0,255.33486,118.96652,124.0,0.75,0.43548,0.33871,0.26613,0.21774,0.19355,0.08871,0.04032,169,124,64282.7445,54982.0,56296.3909,566.38737,975.0,77241.45976,69157.0,53114.37458,322.88048,692.0,1326.50753,1177.0,700.52837,202.99715,349.0,378.65045,371.0,172.74651,457.0,348.8301,0.0,0.0,0.00124,0.433,1.0,0.83614,0.86064,0.93267,0.91254,0.95352,43.65437,46.5,23.1293,302.23883,1190.0,44.49828,46.83333,24.63596,252.11886,1147.0,0.86906,0.65625,0.0121,0.01109,0.10786,Train
18437,269959,140,89,36,New York,NY,Potsdam,Potsdam,City,tract,13676,315,44.6621585,-74.9718138,763576.0,0,2304,1052,1252,1100.036,1319.0,433.8305,5.18072,10.0,1.0,0.6,0.6,0.6,0.0,0.0,0.0,0.0,10,10,70790.4188,68011.0,20628.07449,8.26608,18.0,83249.25367,73607.0,21110.69436,2.59964,9.0,1787.0,1781.0,160.2407,0.59519,3.0,457.0,456.0,32.04814,5.0,2.47475,0.0,0.0,0.0,0.375,1.0,1.0,0.90909,1.0,1.0,1.0,20.31795,19.83333,3.64259,655.38048,1052.0,20.20153,19.5,4.50614,760.28478,1252.0,0.31707,0.0057,0.0,0.0,0.00475,Train
18442,284229,140,113,48,Texas,TX,Irving,Coppell City,Town,tract,75063,972,32.9430347,-96.9467545,1152567.0,33496,2266,1021,1245,1044.06397,998.0,371.61233,261.77998,633.0,1.0,0.86318,0.66216,0.54561,0.46284,0.42399,0.42399,0.41385,633,592,72507.68392,66754.0,60296.48028,504.2246,992.0,79406.33863,73621.0,61350.39452,276.71834,582.0,1845.03197,1744.0,585.12141,84.4833,285.0,1101.75225,1094.0,254.59625,74.0,36.62626,0.0,0.0,0.08078,0.79387,1.0,0.53048,0.16782,0.95395,0.96896,0.93967,34.41255,34.66667,18.29904,222.00775,1021.0,31.81269,30.83333,19.7551,298.07544,1245.0,0.39497,0.52547,0.06584,0.0,0.13292,Train
18443,222034,140,85,5,Arkansas,AR,Cabot,Cabot City,City,tract,72023,501,34.9609821,-92.0024678,5971130.0,0,5212,2632,2580,931.30202,869.0,357.29331,177.16177,313.0,1.0,0.94569,0.76997,0.67412,0.57827,0.52077,0.36422,0.26198,321,313,66903.9031,59806.0,46780.58865,1057.47449,1891.0,71712.48683,65622.0,43259.76728,818.5928,1590.0,1115.73149,1081.0,366.22011,697.41152,1129.0,358.35312,331.0,116.39866,441.0,383.92929,0.0,0.0,0.03376,0.71911,1.0,0.74792,0.32273,0.93461,0.95107,0.92004,34.53719,34.33333,22.27778,587.41661,2632.0,39.35964,38.33333,22.77826,566.48948,2580.0,0.81252,0.71679,0.01647,0.0,0.05951,Train
18450,252836,140,11,23,Maine,ME,China,Winslow,City,tract,4926,207,44.4144727,-69.5352715,129199486.0,18062133,4287,2128,2159,801.0906,800.0,267.44589,174.60205,258.0,0.96512,0.94186,0.85659,0.61628,0.61628,0.56202,0.56202,0.47674,323,258,60436.46566,44315.0,51034.84589,1147.56861,1749.0,68430.92384,54234.0,46877.11948,698.77446,1173.0,1264.22227,1122.0,579.13393,554.18319,965.0,428.85137,387.0,202.59562,461.0,348.63149,0.0,0.0,0.13885,0.67672,1.0,0.28152,0.42394,0.91937,0.89254,0.94754,42.53858,45.75,21.75156,489.41476,2128.0,40.58735,42.25,21.88941,526.77014,2159.0,0.81176,0.59222,0.00508,0.00508,0.14382,Train
18451,284778,140,141,48,Texas,TX,El Paso,Fort Bliss,Town,tract,79915,915,31.7476554,-106.3581372,1854660.0,0,5855,2835,3020,615.33771,644.0,339.54132,408.67513,523.0,0.92829,0.77888,0.72709,0.62351,0.46414,0.35259,0.32271,0.27689,668,502,36108.9795,28829.0,27484.0606,1493.42242,1842.0,41360.3728,36402.0,27845.22636,1116.44169,1415.0,791.05461,704.0,336.36085,318.39042,378.0,310.87111,255.0,211.69581,796.0,728.32323,0.0,0.0,0.0,0.32198,1.0,1.0,0.93961,0.63847,0.68235,0.60703,35.69729,31.16667,24.35716,720.02846,2835.0,43.52074,44.08333,24.64039,675.00324,3020.0,0.57933,0.48689,0.06068,0.03544,0.09126,Train
18452,285166,140,189,48,Texas,TX,Hale Center,Hale Center City,Town,tract,79041,806,34.0721602,-101.9317726,511376535.0,37180,3259,1589,1670,666.21813,604.0,251.23714,210.27772,256.0,0.94094,0.83858,0.75591,0.54724,0.36614,0.30709,0.27165,0.20866,362,254,49554.43905,37263.0,45241.97292,848.42533,1171.0,55550.36099,42803.0,46537.92297,605.05034,861.0,941.36824,885.0,306.54866,261.57353,323.0,334.59511,301.0,177.1333,486.0,421.00797,0.0,0.0,0.0,0.39926,1.0,1.0,0.89121,0.70117,0.69799,0.70414,38.37351,33.66667,24.6055,387.70175,1589.0,37.60857,35.0,24.67044,413.08624,1670.0,0.66739,0.60784,0.0433,0.02778,0.06699,Train
18453,249310,140,71,22,Louisiana,LA,New Orleans,Arabi,City,tract,70117,504,29.9759685,-90.0528325,406537.0,0,1099,574,525,979.37768,914.0,256.17193,154.02578,293.0,1.0,0.92058,0.85199,0.79061,0.70397,0.67148,0.62455,0.44043,350,277,27594.99471,20695.0,25306.97244,383.37584,484.0,33455.3964,30315.0,23630.85909,168.79266,223.0,864.24328,862.0,209.52694,53.78313,58.0,480.69564,381.0,273.47104,76.0,59.33333,0.0,0.0,0.0,0.43284,1.0,1.0,0.86079,0.72386,0.71336,0.73121,31.30757,26.66667,20.74283,178.52943,574.0,46.0528,46.41667,20.67269,131.3489,525.0,0.28611,0.18267,0.0445,0.0445,0.11007,Train
18456,284112,140,113,48,Texas,TX,Dallas,Cockrell Hill City,Town,tract,75211,972,32.7369857,-96.9078149,5451313.0,21775,4846,2402,2444,768.73051,803.0,319.72262,664.82708,993.0,0.9034,0.84501,0.64331,0.59023,0.48301,0.34713,0.29618,0.21231,1025,942,44118.53546,39067.0,29930.83256,1067.6517,1552.0,46415.87647,46164.0,28100.09408,770.36445,1174.0,1244.52729,1171.0,396.68962,162.69894,306.0,411.39047,422.0,146.27438,221.0,155.84848,0.0,0.0,0.03795,0.58065,1.0,0.7299,0.63963,0.64031,0.67702,0.60294,30.28068,28.83333,19.36596,601.09468,2402.0,31.91628,29.5,20.81307,583.03152,2444.0,0.42922,0.39027,0.07177,0.04804,0.08719,Train
18434,279196,140,39,72,Puerto Rico,PR,Ciales,Ciales,Urban,tract,638,787,18.2837071,-66.4765353,33441831.0,125730,4786,2518,2268,362.90396,362.0,99.99709,99.0,99.0,1.0,0.81707,0.81707,0.81707,0.81707,0.45122,0.29268,0.14634,452,82,18836.43616,14680.0,15984.87307,1400.57089,1674.0,24278.97679,22013.0,16598.4831,945.96316,1156.0,740.42287,708.0,252.72688,261.46988,294.0,166.24892,151.0,87.0125,928.0,825.54939,0.0,0.0,0.00818,0.24059,1.0,0.83007,0.96822,0.67672,0.62828,0.72684,42.47852,44.0,22.36972,694.29104,2518.0,42.61648,43.66667,22.47934,575.8538,2268.0,0.80276,0.436,0.06123,0.03223,0.11004,Train
18174,269113,140,81,36,New York,NY,Astoria,New York City,City,tract,11102,718,40.7669951,-73.9253702,141556.0,0,4365,1851,2514,1645.88099,1630.0,459.81948,284.14202,1721.0,0.98279,0.88843,0.74125,0.66053,0.55608,0.44332,0.38694,0.30742,1878,1685,78312.79767,59851.0,67257.11296,1209.23455,2149.0,76148.41695,49135.0,66949.91559,625.25285,962.0,2170.85004,2429.0,925.73675,39.87976,100.0,762.08246,832.0,362.62581,171.0,92.06364,0.0,0.0,0.06273,0.369,1.0,0.6155,0.91333,0.82407,0.78861,0.8516,44.74286,40.41667,19.27144,439.79769,1851.0,39.87548,34.58333,19.27909,564.52641,2514.0,0.18648,0.52819,0.02474,0.0,0.06674,Train
18173,287069,140,405,48,Texas,TX,Broaddus,Broaddus,Town,tract,75929,936,31.2654168,-94.1550864,600091311.0,155094306,2900,1403,1497,454.20767,454.0,34.00018,72.0,72.0,1.0,0.45833,0.45833,0.40278,0.40278,0.40278,0.40278,0.36111,189,72,47663.63196,31845.0,51945.24149,777.36252,1024.0,58414.41116,46133.0,49274.14899,426.01494,652.0,1009.97409,944.0,451.38152,97.24345,146.0,387.24989,365.0,180.36469,689.0,546.88283,0.0,0.0,0.01677,0.17485,1.0,0.81124,0.98097,0.8429,0.86087,0.82585,47.00635,56.58333,24.49322,417.16269,1403.0,44.92856,49.25,24.09382,364.15508,1497.0,0.84897,0.50211,0.0834,0.0337,0.12805,Train
18153,262010,140,55,31,Nebraska,NE,Omaha,Bellevue City,Village,tract,68108,402,41.2453969,-95.9234084,747917.0,65355,1163,663,500,854.75377,736.0,511.5336,166.29941,229.0,0.97717,0.79909,0.71689,0.59817,0.47945,0.34247,0.31963,0.17352,229,219,55687.42005,49121.0,49019.9336,312.02117,482.0,64173.67383,52845.0,50484.52483,167.3608,269.0,1423.58624,1280.0,525.77912,85.11107,185.0,492.57115,451.0,208.36744,68.0,47.79798,0.0,0.0,0.07905,0.73123,1.0,0.53881,0.29507,0.81863,0.74614,0.91193,35.25347,32.5,19.75448,158.32908,663.0,38.60983,33.16667,21.45219,119.35746,500.0,0.56984,0.39813,0.00935,0.00935,0.07103,Train
17780,222421,140,5,4,Arizona,AZ,Flagstaff,Flagstaff City,CDP,tract,86004,928,35.1821881,-111.5554509,54478994.0,58029,5756,2918,2838,1192.13178,1116.0,384.03797,317.29711,1045.0,0.95215,0.83732,0.6622,0.60383,0.48134,0.29282,0.24593,0.15024,1079,1045,97880.59026,71142.0,79733.57662,1205.07685,2474.0,118606.2597,102230.0,73404.88554,565.26263,1591.0,2105.70093,2004.0,856.15231,248.09607,885.0,580.96582,466.0,356.65443,510.0,341.81818,0.0,0.0,0.07527,0.63441,1.0,0.55684,0.52365,0.94478,0.93533,0.95545,40.67988,40.08333,21.595,734.70687,2918.0,38.69274,37.08333,23.00699,707.23929,2838.0,0.59885,0.51477,0.01174,0.0,0.05666,Train
17791,240553,140,295,13,Georgia,GA,Rossville,Lookout Mountain City,City,tract,30741,706,34.9603529,-85.3258801,24474835.0,0,4719,2425,2294,722.22267,693.0,198.6437,513.58075,579.0,1.0,0.96718,0.93264,0.82211,0.72193,0.66149,0.66149,0.47323,635,579,44712.04694,35441.0,41444.37109,1274.17676,1805.0,52239.32309,43687.0,43150.13689,844.15805,1334.0,1076.76448,968.0,459.12495,448.70068,658.0,429.63579,333.0,255.74494,512.0,436.74747,0.0,0.0,0.06154,0.56239,1.0,0.62099,0.67528,0.78308,0.78696,0.7795,38.91511,38.08333,23.27654,595.35564,2425.0,43.69581,48.33333,21.79928,523.6659,2294.0,0.61602,0.57576,0.13009,0.03501,0.08777,Train
17795,261131,140,147,37,North Carolina,NC,Greenville,Greenville City,Village,tract,27834,252,35.5819775,-77.4066271,4384097.0,11467,5827,2808,3019,804.84311,714.0,404.28134,1585.64397,2026.0,0.97868,0.90172,0.77743,0.73271,0.63807,0.5533,0.4727,0.30577,2026,1923,38536.10886,25436.0,39873.79217,2031.26286,2649.0,45711.03628,34758.0,42308.12807,814.2657,1162.0,1205.66474,1141.0,454.24228,230.82857,431.0,526.76306,438.0,295.70575,192.0,127.35354,0.0,0.0,0.13965,0.69181,1.0,0.2789,0.38813,0.90333,0.9256,0.88691,31.19691,28.0,19.86186,679.45721,2808.0,36.34081,32.58333,20.83092,776.72293,3019.0,0.22583,0.32708,0.06216,0.02565,0.1559,Train
17796,283615,140,61,48,Texas,TX,Harlingen,Las Palmas Ii,Town,tract,78550,956,26.1782434,-97.7441116,13398779.0,160502,6428,3047,3381,831.1864,791.0,268.58123,430.40485,594.0,0.96014,0.85326,0.78986,0.71014,0.61413,0.58152,0.50543,0.33514,607,552,58896.77113,35612.0,56946.13003,1407.51754,2142.0,69589.23667,52132.0,56242.94297,928.75762,1605.0,1290.56465,1061.0,512.26529,438.09622,693.0,434.99585,443.0,229.31204,842.0,591.42071,0.0,0.0,0.02541,0.45147,1.0,0.78219,0.84107,0.8971,0.93884,0.85743,37.00255,31.83333,24.32921,684.18886,3047.0,37.94105,30.75,25.08709,966.54952,3381.0,0.66095,0.58972,0.02875,0.0,0.08188,Train
17808,234789,140,11,12,Florida,FL,Fort Lauderdale,Fort Lauderdale City,City,tract,33316,754,26.1070531,-80.1257198,2074323.0,251783,3468,1835,1633,1144.08161,1011.0,444.30088,389.33231,924.0,0.96703,0.89341,0.80659,0.69231,0.58791,0.46703,0.38462,0.3,952,910,75693.97613,53343.0,72833.08951,1148.84583,1972.0,122291.7462,108022.0,72713.97026,183.38358,612.0,2492.96935,2150.0,1283.26648,156.98857,557.0,1001.49282,802.0,563.04845,463.0,170.65606,0.0,0.0,0.08824,0.54608,1.0,0.49516,0.70522,0.93843,0.95,0.9262,48.02904,52.08333,20.938,419.89363,1835.0,50.70216,52.5,20.35975,359.41368,1633.0,0.59132,0.34491,0.02531,0.0,0.2113,Train
17811,280867,140,71,45,South Carolina,SC,Newberry,Newberry City,City,tract,29108,803,34.3616604,-81.5619696,96815029.0,120827,3000,1411,1589,835.89619,811.0,180.21312,133.61336,203.0,0.9803,0.87685,0.87685,0.84729,0.79803,0.6798,0.46798,0.29064,263,203,44514.07031,36240.0,29528.04781,692.61787,911.0,46598.96416,37037.0,32005.47159,456.14919,667.0,982.47708,906.0,392.94243,262.78407,334.0,349.38278,337.0,131.74726,314.0,260.42505,0.0,0.0,0.06327,0.51543,1.0,0.61292,0.75594,0.68154,0.63066,0.73971,33.89629,32.25,19.38942,372.66431,1411.0,29.25964,24.83333,22.05974,358.15292,1589.0,0.71267,0.3663,0.04212,0.01374,0.11722,Train
17821,235023,140,15,12,Florida,FL,Punta Gorda,Charlotte Park,City,tract,33950,941,26.8905978,-82.0391355,4192871.0,1101653,1798,867,931,1177.78822,1153.0,257.49016,53.34781,193.0,1.0,0.96373,0.78756,0.62694,0.62694,0.45596,0.45596,0.35233,193,193,78230.25598,68141.0,52858.06089,493.22431,947.0,82727.11777,74643.0,48550.82458,356.74821,737.0,2128.24097,2019.0,812.96619,90.27077,335.0,872.99814,855.0,322.89204,419.0,210.92286,0.0,0.0,0.07825,0.4443,1.0,0.54252,0.84909,0.96769,0.97605,0.95963,68.01764,69.91667,14.35644,224.11383,867.0,61.03955,65.91667,16.8958,251.11257,931.0,0.80367,0.86486,0.02585,0.0094,0.04348,Train
17829,286462,140,293,48,Texas,TX,Coolidge,Coolidge,Town,tract,76635,254,31.6972301,-96.7453852,622426294.0,7942687,1987,997,990,651.07609,594.0,357.01138,118.84055,142.0,0.85496,0.67939,0.56489,0.45802,0.30534,0.16031,0.16031,0.12214,193,131,46339.46899,36120.0,42015.13264,516.77914,711.0,53802.19179,42368.0,41351.67445,357.55419,533.0,1050.78177,953.0,390.18829,138.27477,178.0,389.34199,370.0,181.83709,340.0,254.57717,0.0,0.0,0.0,0.34363,1.0,1.0,0.92827,0.7357,0.6988,0.76987,40.1218,38.0,23.90427,243.80911,997.0,44.27434,47.58333,24.15986,217.83959,990.0,0.74736,0.62546,0.11743,0.0136,0.06428,Train
17772,290157,140,620,51,Virginia,VA,Franklin,Franklin City,Town,tract,23851,757,36.6643888,-76.925715,5540564.0,119407,3527,1519,2008,816.3938,819.0,236.36996,674.12954,969.0,1.0,0.99071,0.90918,0.85449,0.81321,0.72343,0.63158,0.4097,1021,969,29123.24937,22540.0,22708.08694,1183.06303,1404.0,33912.32055,25526.0,24570.7937,719.25556,861.0,1068.15468,951.0,423.01949,177.9053,262.0,498.60685,481.0,131.69353,121.0,67.9697,0.0,0.0,0.08355,0.68407,1.0,0.51693,0.40669,0.63055,0.64439,0.62046,34.35703,31.66667,22.66614,402.88044,1519.0,38.23231,37.5,22.98203,511.39179,2008.0,0.26786,0.30896,0.11152,0.0777,0.2075,Train
17836,256735,140,119,27,Minnesota,MN,East Grand Forks,East Grand Forks City,City,tract,56721,218,47.9496738,-97.0201498,13868567.0,0,4667,2295,2372,736.74088,704.0,396.46861,689.31094,915.0,0.90939,0.81326,0.70055,0.59448,0.49945,0.49945,0.47072,0.36796,915,905,58203.52428,50516.0,47601.55316,1151.34389,1938.0,78078.92683,77272.0,41166.612,473.10338,1066.0,1414.20404,1360.0,441.26,229.65352,580.0,475.27555,476.0,178.78475,443.0,286.93939,0.0,0.0,0.10948,0.56696,1.0,0.39958,0.66665,0.92256,0.91837,0.9267,34.36875,32.0,21.61284,522.69895,2295.0,37.25527,33.5,24.18464,541.98914,2372.0,0.57903,0.50881,0.03638,0.02558,0.05514,Train
17854,279222,140,47,72,Puerto Rico,PR,Corozal,Corozal,Urban,tract,783,787,18.3555231,-66.3164976,11349698.0,338,3232,1573,1659,395.30094,433.0,191.51959,86.0,86.0,1.0,0.76812,0.76812,0.76812,0.76812,0.76812,0.50725,0.50725,248,69,28458.23176,17309.0,34880.52726,819.02188,1010.0,32372.50094,23026.0,32013.31251,642.87725,820.0,998.0106,872.0,512.07208,222.27013,336.0,213.0584,178.0,153.8794,426.0,333.00657,0.0,0.0,0.0,0.44094,1.0,1.0,0.85245,0.65711,0.57143,0.73602,43.48454,45.91667,24.49673,372.38498,1573.0,40.80535,39.33333,21.96061,454.74308,1659.0,0.69364,0.49365,0.01111,0.0,0.09841,Train
17860,236898,140,86,12,Florida,FL,Doral,Hialeah Gardens City,City,tract,33178,305,25.8661108,-80.4309663,117140350.0,16285916,162,94,68,820.50509,758.0,204.08249,20.63527,30.0,1.0,0.86667,0.73333,0.3,0.3,0.16667,0.0,0.0,30,30,49732.0575,46835.0,13041.81444,37.33269,46.0,39863.70944,47447.0,22159.36625,26.99953,33.0,2749.5,2749.0,182.57419,0.79359,4.0,274.5,274.0,18.25742,12.0,12.0,0.0,0.0,0.0,0.25,1.0,1.0,0.96562,0.50495,0.45455,0.56522,27.24475,30.41667,13.8716,21.55904,94.0,35.8354,39.75,18.59719,14.33995,68.0,0.35185,0.3,0.06667,0.06667,0.15,Train
17862,241530,140,153,19,Iowa,IA,Des Moines,Des Moines City,City,tract,50314,515,41.5903747,-93.645182,1734679.0,0,2771,1359,1412,730.58358,637.0,303.2923,907.66562,1126.0,0.97794,0.82996,0.67739,0.5625,0.47518,0.38511,0.35662,0.28309,1153,1088,47432.72654,38104.0,41920.54153,1142.94313,1622.0,66257.59822,49959.0,54159.21542,277.79028,471.0,1201.65115,1065.0,501.90676,207.76172,351.0,439.58456,441.0,201.63863,118.0,75.07071,0.0,0.0,0.02345,0.7484,1.0,0.78943,0.25751,0.94001,0.93631,0.94384,34.24119,32.25,15.35654,280.7223,1359.0,34.84768,32.0,18.11192,323.91625,1412.0,0.34405,0.26396,0.01946,0.011,0.11929,Train
17877,241554,140,153,19,Iowa,IA,Des Moines,Des Moines City,City,tract,50309,515,41.5855686,-93.6238366,6076087.0,311358,4836,2559,2277,744.40397,712.0,405.25315,1858.53911,2507.0,0.88373,0.76077,0.66081,0.52781,0.41238,0.33459,0.30364,0.24467,2572,2391,48040.98668,25066.0,53113.0454,1898.66707,2862.0,73038.97727,73872.0,49052.89545,264.60648,627.0,1668.6649,1415.0,869.03729,61.08494,168.0,761.75813,568.0,472.83613,122.0,60.29475,0.0,0.0,0.05517,0.57931,1.0,0.65099,0.6423,0.833,0.87154,0.78906,37.02154,33.41667,17.95996,634.62716,2559.0,38.20309,29.91667,19.82802,626.23796,2277.0,0.10964,0.31584,0.09935,0.01215,0.16616,Train
17885,264238,140,27,34,New Jersey,NJ,Brookside,Mendham,City,tract,7926,973,40.8012619,-74.5701219,46056525.0,594153,5885,2723,3162,1749.29745,1740.0,405.53636,10.41907,80.0,0.8625,0.8625,0.525,0.525,0.525,0.2875,0.2875,0.2875,137,80,167280.1908,156489.0,106631.5265,481.86456,1927.0,169266.2608,190496.0,81435.86101,354.7031,1615.0,3559.92714,3821.0,1043.78833,213.6385,1246.0,1311.31349,1419.0,447.07394,544.0,184.80276,0.0,0.0,0.20447,0.69609,1.0,0.10918,0.37763,0.96011,0.95099,0.96875,42.41558,46.83333,23.00011,608.21489,2723.0,39.77514,44.83333,24.37561,735.84317,3162.0,0.94227,0.74084,0.02427,0.00366,0.03251,Train
17890,273160,140,123,39,Ohio,OH,Oak Harbor,Oak Harbor,Village,tract,43449,419,41.5158524,-83.1399525,14087830.0,513273,3440,1826,1614,750.07397,701.0,236.99718,270.98978,369.0,0.95845,0.9169,0.78393,0.68975,0.47645,0.39612,0.27701,0.12465,387,361,61780.31609,43092.0,56881.08991,906.25739,1347.0,69563.34712,51171.0,54926.99295,563.88234,937.0,1199.51239,1120.0,551.96991,357.29522,588.0,469.75057,418.0,166.62123,372.0,272.50505,0.0,0.0,0.13854,0.6125,1.0,0.28271,0.57292,0.9343,0.95487,0.91414,36.27296,33.33333,22.67425,433.82217,1826.0,41.07054,40.25,24.22881,369.43689,1614.0,0.69593,0.54275,0.01739,0.00725,0.10217,Train
17895,269378,140,81,36,New York,NY,Elmhurst,New York City,City,tract,11373,718,40.7422192,-73.8850516,139052.0,0,6527,3302,3225,1434.96974,1384.0,538.18377,437.87731,1759.0,0.9585,0.89881,0.83684,0.76236,0.69073,0.67254,0.59466,0.49005,1867,1759,54438.99939,34062.0,56125.60466,1450.21028,2102.0,60756.34221,39428.0,53065.89731,881.44442,1338.0,1976.22969,1810.0,685.56248,36.7305,151.0,420.56942,494.0,169.34715,84.0,52.68687,0.0,0.0,0.01277,0.64255,1.0,0.82123,0.50519,0.71688,0.70765,0.72579,40.67578,42.08333,20.58861,829.94414,3302.0,44.35338,44.16667,21.67034,773.98756,3225.0,0.14065,0.42484,0.09221,0.01601,0.07307,Train
17904,248984,140,45,22,Louisiana,LA,Franklin,Glencoe,City,tract,70538,337,29.6054384,-91.8040449,437978372.0,646720808,2980,1617,1363,703.46117,721.0,279.41037,146.2552,187.0,0.97753,0.89888,0.8427,0.71348,0.52247,0.52247,0.52247,0.27528,247,178,49618.91708,43916.0,38487.65345,786.13844,1115.0,54095.34619,45232.0,38120.17317,584.47971,876.0,978.88516,989.0,337.62273,260.99766,370.0,298.9031,264.0,156.80781,498.0,431.11556,0.0,0.0,0.00691,0.42627,1.0,0.832,0.86726,0.77197,0.76097,0.78337,37.83578,33.58333,21.01784,476.28381,1617.0,43.00681,46.75,21.22002,335.8587,1363.0,0.76879,0.40502,0.04301,0.02366,0.07599,Train
17842,263294,140,13,34,New Jersey,NJ,Newark,Silver Lake,City,tract,7107,973,40.7743304,-74.1828893,179078.0,0,2362,1298,1064,1130.51823,1086.0,276.13037,177.56078,542.0,1.0,0.96125,0.92251,0.71771,0.59963,0.50185,0.41144,0.37454,579,542,52669.2912,46968.0,39627.82487,510.20945,773.0,59726.18807,50976.0,38886.89088,341.6209,539.0,2334.46618,2228.0,1159.27318,43.36146,159.0,765.69048,737.0,128.08019,35.0,17.32323,0.0,0.0,0.03608,0.81959,1.0,0.73802,0.12616,0.66322,0.60976,0.72352,35.03099,35.0,19.26958,350.98666,1298.0,37.17626,36.33333,21.77631,259.98241,1064.0,0.27392,0.44059,0.10146,0.07038,0.07587,Train
17906,223708,140,19,4,Arizona,AZ,Sells,Wahak Hotrontk,CDP,tract,85634,520,32.1467601,-112.4666661,3312456035.0,601610,1626,906,720,581.93537,530.0,231.35738,88.83619,101.0,0.72603,0.50685,0.50685,0.43836,0.43836,0.30137,0.23288,0.16438,173,73,29990.29206,15871.0,40095.48229,319.18842,432.0,32654.84539,18790.0,40581.64952,193.65648,270.0,812.68821,1051.0,395.6459,21.3294,36.0,218.20056,179.0,130.70348,223.0,210.31434,0.0,0.0,0.0,0.139,1.0,1.0,0.98552,0.79433,0.7931,0.79562,30.70061,23.75,21.61038,259.19652,906.0,32.70027,30.08333,22.4094,162.45172,720.0,0.58918,0.18297,0.04259,0.0,0.05836,Train
17766,284785,140,141,48,Texas,TX,El Paso,Fort Bliss,Town,tract,79935,915,31.756119,-106.3355621,3142763.0,0,5891,2436,3455,829.58393,799.0,400.49548,724.52179,992.0,1.0,0.96004,0.80225,0.69057,0.60656,0.49283,0.40266,0.18238,1036,976,51915.32049,33088.0,45398.81332,1350.29866,2003.0,60399.87017,50663.0,46966.91806,857.10326,1385.0,1440.12042,1437.0,356.4164,238.57834,597.0,519.67319,505.0,141.07973,370.0,212.42424,0.0,0.0,0.00827,0.61737,1.0,0.82994,0.56219,0.78162,0.83791,0.74859,36.75811,30.66667,23.16226,725.13636,2436.0,40.6161,35.58333,24.27839,826.82234,3455.0,0.44427,0.55643,0.1024,0.04493,0.10502,Train
17753,248039,140,111,21,Kentucky,KY,Louisville,Shively City,City,tract,40215,502,38.1835369,-85.7916583,1217702.0,1173,1465,740,725,780.8899,755.0,328.22659,240.56131,309.0,0.97705,0.9541,0.87541,0.75082,0.67541,0.62295,0.51148,0.42623,309,305,32594.13703,30861.0,22068.14048,407.88553,495.0,41204.44349,40414.0,21749.4236,222.06097,289.0,769.33079,756.0,240.84072,110.13253,127.0,368.41205,335.0,120.38352,59.0,50.91919,0.0,0.0,0.0,0.6828,1.0,1.0,0.40961,0.67641,0.65766,0.69375,35.23314,32.33333,22.54877,175.71738,740.0,37.36746,36.83333,21.59041,185.32786,725.0,0.41085,0.30036,0.02518,0.01079,0.16906,Train
17631,271519,140,35,39,Ohio,OH,Cleveland,Mayfield Heights City,Village,tract,44124,440,41.5269075,-81.4389721,1588299.0,0,5054,2172,2882,864.57039,865.0,313.50622,1425.44534,2339.0,0.97356,0.88762,0.7413,0.59057,0.40591,0.30851,0.20009,0.1688,2352,2269,48394.0209,36295.0,43302.51943,1947.22542,2777.0,61044.79378,48249.0,44791.60483,645.97971,1035.0,1440.09827,1285.0,503.44928,84.77133,222.0,598.60358,637.0,172.13474,203.0,109.01111,0.0,0.0,0.07765,0.52235,1.0,0.54542,0.74501,0.92528,0.91785,0.93043,39.50616,31.41667,26.58828,441.4456,2172.0,47.18742,44.08333,26.10521,638.11804,2882.0,0.18722,0.436,0.0311,0.01555,0.14115,Train
